,user_id,user_country,sex,height,weight,started,birth,ascent_id,grade_id,method_id,description,climb_type,date,year,name,crag,sector_id,sector,country,rating,user_recommended,score,fra_routes
13400,8281,PRT,0,176,73,2003,1965-02-08,882506,36,1,,0,1139698800,2006,Independentes lda,Guia,2546,Corta unhas,PRT,0,0,400,6a
13410,8281,PRT,0,176,73,2003,1965-02-08,1010117,36,1,,0,1218751200,2008,Pra todos,Azoia,642,Cova mijona,PRT,1,0,400,6a
13418,8281,PRT,0,176,73,2003,1965-02-08,1305894,36,1,,0,1246744800,2009,Porca e molhada,Meio mango,694,Poças,PRT,1,0,400,6a
13419,8281,PRT,0,176,73,2003,1965-02-08,1305902,36,3,,0,1246744800,2009,Pendulo,Meio mango,694,Poças,PRT,3,0,400,6a
13430,8281,PRT,0,176,73,2003,1965-02-08,1816307,36,3,,0,1289689200,2010,Diedro em saldos,Azoia,763,Condominio fechado,PRT,1,0,400,6a
13431,8281,PRT,0,176,73,2003,1965-02-08,2187173,36,3,,0,1318111200,2011,Pombo poliuretano,Guia,768,Alcatifa,PRT,2,0,400,6a
13469,8281,PRT,0,176,73,2003,1965-02-08,4281314,36,1,,0,1463781600,2016,Tatum,Guia,2546,Corta unhas,PRT,3,0,400,6a
13480,8885,PRT,0,170,68,2002,1987-01-26,323651,36,3,,0,1118095200,2005,Sumol directa,Guia,768,Alcatifa,PRT,2,0,400,6a
13481,8885,PRT,0,170,68,2002,1987-01-26,323654,36,3,,0,1118095200,2005,Placa sem nome,Guia,768,Alcatifa,PRT,2,0,400,6a
13486,8932,PRT,0,162,53,2004,1977-07-12,319564,36,3,,0,1117317600,2005,Utopia,Guia,461,Degraus,PRT,2,0,400,6a
13492,9437,PRT,0,170,63,2003,1988-10-04,426516,36,1,,0,1099436400,2004,Placa sem nome,Guia,768,Alcatifa,PRT,3,0,400,6a
13502,9446,PRT,0,0,68,2005,1974-11-17,353625,36,3,,0,1116626400,2005,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13503,9446,PRT,0,0,68,2005,1974-11-17,353641,36,1,,0,1119736800,2005,Placa sem nome,Guia,768,Alcatifa,PRT,0,0,400,6a
13504,9446,PRT,0,0,68,2005,1974-11-17,356196,36,3,,0,1124920800,2005,Independentes lda,Guia,2546,Corta unhas,PRT,0,0,400,6a
13508,9446,PRT,0,0,68,2005,1974-11-17,386692,36,2,,0,1130018400,2005,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
13518,9530,PRT,0,184,78,2003,1988-01-10,344659,36,1,,0,1120168800,2005,Placa sem nome,Guia,768,Alcatifa,PRT,3,0,400,6a
13519,9530,PRT,0,184,78,2003,1988-01-10,344662,36,1,,0,1120168800,2005,Sumol directa,Guia,768,Alcatifa,PRT,3,0,400,6a
13520,9530,PRT,0,184,78,2003,1988-01-10,344740,36,3,,0,1120168800,2005,??,Azoia,0,,PRT,0,0,400,6a
13526,9530,PRT,0,184,78,2003,1988-01-10,355849,36,3,,0,1122847200,2005,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,3,0,400,6a
13528,9530,PRT,0,184,78,2003,1988-01-10,419806,36,2,,0,1139094000,2006,Utopia,Guia,461,Degraus,PRT,0,0,400,6a
13544,9530,PRT,0,184,78,2003,1988-01-10,2079195,36,1,,0,1311026400,2011,Pombo poliuretano,Guia,768,Alcatifa,PRT,3,1,400,6a
13551,10219,PRT,0,169,63,1994,1973-08-31,441416,36,1,,0,1142031600,2006,Andas à procura da tua neta,Azoia,763,Condominio fechado,PRT,0,0,400,6a
13557,10219,PRT,0,169,63,1994,1973-08-31,537668,36,1,,0,1158444000,2006,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
13563,10675,PRT,0,183,73,2000,1974-06-17,1230647,36,3,,0,1240956000,2009,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,0,0,400,6a
13564,10675,PRT,0,183,73,2000,1974-06-17,1230652,36,1,,0,1233529200,2009,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13565,10675,PRT,0,183,73,2000,1974-06-17,1230654,36,1,,0,1233529200,2009,Sumol,Guia,768,Alcatifa,PRT,0,0,400,6a
13566,10675,PRT,0,183,73,2000,1974-06-17,1230655,36,1,,0,1233529200,2009,Sumol directa,Guia,768,Alcatifa,PRT,0,0,400,6a
13567,10675,PRT,0,183,73,2000,1974-06-17,1230665,36,3,,0,1238796000,2009,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
13570,10742,PRT,0,0,0,2000,,415495,36,3,,0,1137884400,2006,Placa sem nome,Guia,768,Alcatifa,PRT,0,0,400,6a
13586,11617,PRT,0,170,63,2004,,418825,36,3,,0,1088632800,2004,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13587,11617,PRT,0,170,63,2004,,418828,36,3,,0,1091311200,2004,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
13588,11617,PRT,0,170,63,2004,,418830,36,3,,0,1104966000,2005,Superman,Guia,2850,Bloco,PRT,0,0,400,6a
13589,11617,PRT,0,170,63,2004,,418831,36,3,,0,1104966000,2005,Sumol,Guia,768,Alcatifa,PRT,0,0,400,6a
13590,11617,PRT,0,170,63,2004,,418832,36,3,,0,1105570800,2005,Sumol directa,Guia,768,Alcatifa,PRT,0,0,400,6a
13591,11617,PRT,0,170,63,2004,,418833,36,1,,0,1105570800,2005,Placa sem nome,Guia,768,Alcatifa,PRT,0,0,400,6a
13592,11617,PRT,0,170,63,2004,,418839,36,3,,0,1111014000,2005,Independentes lda,Guia,2546,Corta unhas,PRT,0,0,400,6a
13593,11617,PRT,0,170,63,2004,,418841,36,3,,0,1111618800,2005,Tatum,Guia,0,,PRT,0,0,400,6a
13594,11724,PRT,0,167,63,2006,,422568,36,3,,0,1139180400,2006,Bicepes,Guia,2009,Bloco escadas,PRT,3,0,400,6a
13595,11724,PRT,0,167,63,2006,,456630,36,1,,0,1142118000,2006,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13601,12046,PRT,0,180,63,2000,1984-01-17,1448158,36,3,,0,1257894000,2009,Pernodependente,Meio mango,1966,Baía,PRT,0,0,400,6a
13610,12635,PRT,1,159,53,2003,1971-11-18,463035,36,1,,0,1147557600,2006,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
13612,12635,PRT,1,159,53,2003,1971-11-18,463096,36,1,,0,1147557600,2006,Placa sem nome,Guia,768,Alcatifa,PRT,2,0,400,6a
13614,12635,PRT,1,159,53,2003,1971-11-18,481278,36,1,,0,1150581600,2006,Pra todos,Azoia,642,Cova mijona,PRT,0,0,400,6a
13615,12635,PRT,1,159,53,2003,1971-11-18,481279,36,1,,0,1150581600,2006,Flor de alfarim,Azoia,642,Cova mijona,PRT,0,0,400,6a
13616,12635,PRT,1,159,53,2003,1971-11-18,486498,36,2,,0,1151359200,2006,Superman,Guia,2850,Bloco,PRT,0,0,400,6a
13617,12635,PRT,1,159,53,2003,1971-11-18,493388,36,1,,0,1152396000,2006,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13625,12635,PRT,1,159,53,2003,1971-11-18,595246,36,1,,0,1169852400,2007,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,2,0,400,6a
13647,12873,PRT,0,178,73,2005,1977-08-31,475177,36,3,,0,1148162400,2006,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,3,0,400,6a
13664,12873,PRT,0,178,73,2005,1977-08-31,629558,36,1,,0,1175378400,2007,Cães danados,Azoia,763,Condominio fechado,PRT,0,0,400,6a
13665,12873,PRT,0,178,73,2005,1977-08-31,629559,36,1,,0,1175378400,2007,Pau brasil,Azoia,763,Condominio fechado,PRT,0,0,400,6a
13666,12873,PRT,0,178,73,2005,1977-08-31,629560,36,1,,0,1175378400,2007,Laura,Azoia,763,Condominio fechado,PRT,0,0,400,6a
13667,12873,PRT,0,178,73,2005,1977-08-31,629565,36,1,,0,1174946400,2007,Bicepes,Guia,2009,Bloco escadas,PRT,3,0,400,6a
13668,12873,PRT,0,178,73,2005,1977-08-31,629568,36,1,,0,1175205600,2007,Utopia,Guia,461,Degraus,PRT,0,0,400,6a
13673,13101,PRT,0,179,78,1979,1963-05-05,486408,36,1,,0,1151186400,2006,Superman,Guia,2850,Bloco,PRT,0,0,400,6a
13674,13101,PRT,0,179,78,1979,1963-05-05,486425,36,1,,0,1151186400,2006,Independentes lda,Guia,2546,Corta unhas,PRT,2,0,400,6a
13675,13101,PRT,0,179,78,1979,1963-05-05,488588,36,1,,0,1151791200,2006,Pra todos,Azoia,0,Cova mijona,PRT,1,0,400,6a
13676,13101,PRT,0,179,78,1979,1963-05-05,493022,36,1,,0,1152396000,2006,Bicepes,Guia,2009,Bloco escadas,PRT,1,0,400,6a
13685,13101,PRT,0,179,78,1979,1963-05-05,595248,36,1,,0,1169852400,2007,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,1,0,400,6a
13688,13101,PRT,0,179,78,1979,1963-05-05,647654,36,1,,0,1177192800,2007,Gaivota esotérica,Guia,904,Farol,PRT,1,0,400,6a
13746,13619,ESP,0,181,78,2006,1987-07-20,1548843,36,3,,0,1270159200,2010,Flor de alfarim,Azoia,642,Cova mijona,PRT,0,0,400,6a
13747,13619,ESP,0,181,78,2006,1987-07-20,1548856,36,3,,0,1270159200,2010,"Menos ais, menos ais, deep eyes",Azoia,642,Cova mijona,PRT,0,0,400,6a
13750,13637,PRT,0,178,73,2005,1978-07-11,518955,36,2,,0,1147384800,2006,Sumol directa,Guia,768,Alcatifa,PRT,2,0,400,6a
13760,13637,PRT,0,178,73,2005,1978-07-11,1160871,36,3,,0,1235257200,2009,Porca e molhada,Meio mango,694,Poças,PRT,2,0,400,6a
13764,13637,PRT,0,178,73,2005,1978-07-11,2305232,36,3,,0,1327100400,2012,Pombo poliuretano,Guia,768,Alcatifa,PRT,3,0,400,6a
13855,14909,PRT,0,172,63,2005,1980-07-01,579872,36,3,,0,1150149600,2006,Bicepes,Guia,2009,Bloco escadas,PRT,3,0,400,6a
13856,14909,PRT,0,172,63,2005,1980-07-01,579873,36,2,,0,1150149600,2006,Utopia,Guia,461,Degraus,PRT,3,0,400,6a
13857,14909,PRT,0,172,63,2005,1980-07-01,579876,36,3,,0,1163631600,2006,Passeio da manhã,Guia,480,Ocidente,PRT,2,0,400,6a
13858,14909,PRT,0,172,63,2005,1980-07-01,579883,36,1,,0,1144965600,2006,Sumol,Guia,768,Alcatifa,PRT,1,0,400,6a
13859,14909,PRT,0,172,63,2005,1980-07-01,579884,36,1,,0,1144965600,2006,Sumol directa,Guia,768,Alcatifa,PRT,1,0,400,6a
13860,14909,PRT,0,172,63,2005,1980-07-01,579886,36,3,,0,1150149600,2006,Gaivota esotérica,Guia,904,Farol,PRT,2,0,400,6a
13861,14909,PRT,0,172,63,2005,1980-07-01,579887,36,3,,0,1157320800,2006,Independentes lda,Guia,2546,Corta unhas,PRT,1,0,400,6a
13862,14909,PRT,0,172,63,2005,1980-07-01,579893,36,1,,0,1150927200,2006,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,2,0,400,6a
13894,15932,PRT,0,0,0,2000,,774653,36,3,,0,1192226400,2007,Bicepes,Guia,2009,Bloco escadas,PRT,2,0,400,6a
13903,16586,RUS,0,174,73,2003,1983-11-13,3716977,36,3,,0,1426633200,2015,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13904,16586,RUS,0,174,73,2003,1983-11-13,3716989,36,1,,0,1427151600,2015,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13905,16590,PRT,1,171,53,2005,1992-05-04,3453415,36,3,,0,1407535200,2014,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13906,16590,PRT,1,171,53,2005,1992-05-04,3474783,36,3,,0,1408831200,2014,Utopia,Guia,461,Degraus,PRT,0,0,400,6a
13907,16590,PRT,1,171,53,2005,1992-05-04,3599365,36,3,,0,1416697200,2014,Pra todos,Azoia,642,Cova mijona,PRT,0,0,400,6a
13915,16590,PRT,1,171,53,2005,1992-05-04,3805119,36,2,,0,1431813600,2015,Diedro em saldos,Azoia,763,Condominio fechado,PRT,0,0,400,6a
13916,16590,PRT,1,171,53,2005,1992-05-04,3805120,36,3,,0,1431813600,2015,Pau brasil,Azoia,763,Condominio fechado,PRT,0,0,400,6a
13917,16590,PRT,1,171,53,2005,1992-05-04,3819980,36,2,,0,1432936800,2015,Beija flôr,Fenda,2010,Giroflé-giroflá,PRT,0,0,400,6a
13918,16590,PRT,1,171,53,2005,1992-05-04,3850443,36,3,,0,1434837600,2015,Superman,Guia,2850,Bloco,PRT,1,0,400,6a
13919,16590,PRT,1,171,53,2005,1992-05-04,3850445,36,3,,0,1434837600,2015,Placa sem nome,Guia,768,Alcatifa,PRT,3,0,400,6a
13920,16590,PRT,1,171,53,2005,1992-05-04,3850450,36,3,,0,1434837600,2015,Sumol directa,Guia,768,Alcatifa,PRT,2,0,400,6a
13921,16590,PRT,1,171,53,2005,1992-05-04,3850452,36,3,,0,1434837600,2015,Sumol,Guia,768,Alcatifa,PRT,3,0,400,6a
13922,16590,PRT,1,171,53,2005,1992-05-04,3892016,36,2,,0,1436652000,2015,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,0,0,400,6a
13923,16590,PRT,1,171,53,2005,1992-05-04,4138027,36,2,,0,1453590000,2016,Porca e molhada,Meio mango,694,Poças,PRT,0,0,400,6a
13932,16591,PRT,0,0,0,0,1974-05-18,2513504,36,3,,0,1341525600,2012,Beija flôr,Fenda,2010,Giroflé-giroflá,PRT,0,0,400,6a
13934,16628,PRT,0,174,83,2004,1982-10-05,1678055,36,3,,0,1279144800,2010,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13950,17063,PRT,0,170,58,2007,1981-05-16,688133,36,3,,0,1181772000,2007,Superman,Guia,2850,Bloco,PRT,3,0,400,6a
13951,17063,PRT,0,170,58,2007,1981-05-16,688134,36,1,,0,1181772000,2007,Placa sem nome,Guia,768,Alcatifa,PRT,2,0,400,6a
13952,17063,PRT,0,170,58,2007,1981-05-16,688601,36,2,,0,1181858400,2007,Independentes lda,Guia,2546,Corta unhas,PRT,3,0,400,6a
13954,17063,PRT,0,170,58,2007,1981-05-16,695576,36,1,,0,1180389600,2007,Utopia,Guia,461,Degraus,PRT,3,0,400,6a
13955,17063,PRT,0,170,58,2007,1981-05-16,695578,36,4,,0,1179439200,2007,Sumol,Guia,768,Alcatifa,PRT,3,0,400,6a
13956,17063,PRT,0,170,58,2007,1981-05-16,695579,36,3,,0,1179525600,2007,Gaivota esotérica,Guia,904,Farol,PRT,2,0,400,6a
13957,17224,PRT,0,171,63,2006,1982-04-16,697268,36,3,,0,1177711200,2007,Sumol,Guia,768,Alcatifa,PRT,0,0,400,6a
13958,17224,PRT,0,171,63,2006,1982-04-16,697270,36,3,,0,1177711200,2007,Sumol directa,Guia,768,Alcatifa,PRT,0,0,400,6a
13959,17224,PRT,0,171,63,2006,1982-04-16,697274,36,1,,0,1171666800,2007,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13961,17224,PRT,0,171,63,2006,1982-04-16,700398,36,3,,0,1177192800,2007,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
13962,17224,PRT,0,171,63,2006,1982-04-16,712663,36,3,,0,1185055200,2007,Placa sem nome,Guia,768,Alcatifa,PRT,1,0,400,6a
13965,17224,PRT,0,171,63,2006,1982-04-16,780094,36,3,,0,1192744800,2007,Utopia,Guia,461,Degraus,PRT,2,0,400,6a
13976,17224,PRT,0,171,63,2006,1982-04-16,1047300,36,3,,0,1222120800,2008,Tatum,Guia,2546,Corta unhas,PRT,2,0,400,6a
13977,17224,PRT,0,171,63,2006,1982-04-16,1077260,36,3,,0,1224885600,2008,Bloody,Guia,480,Ocidente,PRT,2,0,400,6a
13987,17224,PRT,0,171,63,2006,1982-04-16,1393669,36,3,,0,1253311200,2009,Porca e molhada,Meio mango,694,Poças,PRT,2,0,400,6a
13988,17224,PRT,0,171,63,2006,1982-04-16,1417351,36,3,,0,1255212000,2009,Pra todos,Azoia,642,Cova mijona,PRT,2,0,400,6a
13989,17224,PRT,0,171,63,2006,1982-04-16,1417358,36,3,,0,1255212000,2009,Flor de alfarim,Azoia,642,Cova mijona,PRT,2,0,400,6a
13992,17229,PRT,0,187,68,2005,1985-12-19,697509,36,3,,0,1183154400,2007,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
13996,17229,PRT,0,187,68,2005,1985-12-19,748709,36,4,,0,1189116000,2007,Utopia,Guia,461,Degraus,PRT,0,0,400,6a
13998,17229,PRT,0,187,68,2005,1985-12-19,765097,36,4,,0,1191016800,2007,Sumol,Guia,768,Alcatifa,PRT,0,0,400,6a
13999,17258,PRT,0,175,68,2005,1985-09-03,699270,36,4,,0,1182722400,2007,Sumol,Guia,768,Alcatifa,PRT,2,0,400,6a
14000,17258,PRT,0,175,68,2005,1985-09-03,699271,36,4,,0,1182722400,2007,Gaivota esotérica,Guia,904,Farol,PRT,3,0,400,6a
14001,17258,PRT,0,175,68,2005,1985-09-03,699288,36,4,,0,1182722400,2007,Sumol directa,Guia,768,Alcatifa,PRT,0,0,400,6a
14002,17258,PRT,0,175,68,2005,1985-09-03,759476,36,1,,0,1190325600,2007,Utopia,Guia,461,Degraus,PRT,3,0,400,6a
14003,17258,PRT,0,175,68,2005,1985-09-03,760366,36,1,,0,1190498400,2007,Bicepes,Guia,2009,Bloco escadas,PRT,3,0,400,6a
14005,17259,PRT,0,0,0,2006,1981-08-25,699337,36,1,,0,1183327200,2007,Sumol,Guia,768,Alcatifa,PRT,0,0,400,6a
14006,17259,PRT,0,0,0,2006,1981-08-25,699338,36,4,,0,1183327200,2007,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
14007,17259,PRT,0,0,0,2006,1981-08-25,699339,36,4,,0,1183327200,2007,Sumol directa,Guia,768,Alcatifa,PRT,0,0,400,6a
14008,17259,PRT,0,0,0,2006,1981-08-25,730739,36,4,,0,1187128800,2007,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
14009,17343,ESP,0,170,63,2004,,1011819,36,3,,0,1218837600,2008,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
14010,17343,ESP,0,170,63,2004,,1011821,36,3,,0,1218837600,2008,Sumol directa,Guia,768,Alcatifa,PRT,0,0,400,6a
14012,17385,POL,1,173,0,2006,1993-09-30,2338578,36,2,,0,1330383600,2012,Bicepes,Guia,2009,Bloco escadas,PRT,3,0,400,6a
14023,17432,PRT,0,180,68,2005,1979-11-28,710190,36,1,,0,1152309600,2006,Pra todos,Azoia,642,Cova mijona,PRT,0,0,400,6a
14027,17432,PRT,0,180,68,2005,1979-11-28,710238,36,3,,0,1152309600,2006,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,0,0,400,6a
14028,17432,PRT,0,180,68,2005,1979-11-28,710244,36,3,,0,1148680800,2006,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,0,0,400,6a
14029,17432,PRT,0,180,68,2005,1979-11-28,730734,36,1,,0,1186524000,2007,Salto da princesa,Guia,0,,PRT,0,0,400,6a
14030,17731,PRT,0,178,58,2007,1989-10-25,730276,36,3,,0,1187042400,2007,Sumol,Guia,768,Alcatifa,PRT,2,0,400,6a
14031,17731,PRT,0,178,58,2007,1989-10-25,738029,36,3,,0,1187906400,2007,Utopia,Guia,461,Degraus,PRT,3,0,400,6a
14032,17731,PRT,0,178,58,2007,1989-10-25,738030,36,1,,0,1187906400,2007,Bicepes,Guia,2009,Bloco escadas,PRT,2,0,400,6a
14033,17731,PRT,0,178,58,2007,1989-10-25,740503,36,3,,0,1188165600,2007,Superman,Guia,2850,Bloco,PRT,2,0,400,6a
14034,17731,PRT,0,178,58,2007,1989-10-25,769093,36,1,,0,1191535200,2007,Gaivota esotérica,Guia,904,Farol,PRT,2,0,400,6a
14035,17731,PRT,0,178,58,2007,1989-10-25,770010,36,3,,0,1191708000,2007,Placa sem nome,Guia,768,Alcatifa,PRT,2,0,400,6a
14060,18231,PRT,0,175,0,1995,1984-12-01,759365,36,1,,0,1190325600,2007,Sumol directa,Guia,768,Alcatifa,PRT,0,0,400,6a
14061,18231,PRT,0,175,0,1995,1984-12-01,759378,36,1,,0,1190325600,2007,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
14064,18231,PRT,0,175,0,1995,1984-12-01,759404,36,1,,0,1190325600,2007,Moby dick,Fenda,2008,Cú de judas,PRT,0,0,400,6a
14065,18257,PRT,0,0,0,0,,767543,36,1,,0,1190671200,2007,Utopia,Guia,461,Degraus,PRT,0,0,400,6a
14066,18257,PRT,0,0,0,0,,767544,36,1,,0,1190498400,2007,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
14067,18393,PRT,0,0,0,2007,1987-02-06,863683,36,2,,0,1204671600,2008,Utopia,Guia,461,Degraus,PRT,3,0,400,6a
14068,18393,PRT,0,0,0,2007,1987-02-06,2047352,36,4,,0,1308780000,2011,Placa sem nome,Guia,768,Alcatifa,PRT,2,1,400,6a
14076,18664,PRT,1,0,0,0,,983516,36,3,,0,1197068400,2007,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
14077,18664,PRT,1,0,0,0,,983525,36,3,,0,1197673200,2007,Utopia,Guia,461,Degraus,PRT,0,0,400,6a
14078,18664,PRT,1,0,0,0,,983526,36,3,,0,1197673200,2007,Placa sem nome,Guia,768,Alcatifa,PRT,0,0,400,6a
14089,19629,PRT,0,186,83,2005,1982-11-17,832313,36,1,,0,1200006000,2008,Geração gri,Fenda,427,Carallon,PRT,3,0,400,6a
14090,19629,PRT,0,186,83,2005,1982-11-17,862954,36,3,,0,1204498800,2008,Sumol directa,Guia,768,Alcatifa,PRT,2,0,400,6a
14091,19629,PRT,0,186,83,2005,1982-11-17,862959,36,1,,0,1203980400,2008,Utopia,Guia,461,Degraus,PRT,2,0,400,6a
14092,19629,PRT,0,186,83,2005,1982-11-17,862964,36,1,,0,1204498800,2008,Placa sem nome,Guia,768,Alcatifa,PRT,3,0,400,6a
14093,19629,PRT,0,186,83,2005,1982-11-17,863386,36,1,,0,1202079600,2008,Bicepes,Guia,2009,Bloco escadas,PRT,1,0,400,6a
14095,19629,PRT,0,186,83,2005,1982-11-17,914645,36,1,,0,1207260000,2008,Superman,Guia,2850,Bloco,PRT,0,0,400,6a
14096,19629,PRT,0,186,83,2005,1982-11-17,914646,36,3,,0,1207260000,2008,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
14097,19629,PRT,0,186,83,2005,1982-11-17,917258,36,3,,0,1209938400,2008,Independentes lda,Guia,2546,Corta unhas,PRT,0,0,400,6a
14099,19629,PRT,0,186,83,2005,1982-11-17,1035246,36,3,,0,1220997600,2008,Pra todos,Azoia,0,,PRT,0,0,400,6a
14101,19629,PRT,0,186,83,2005,1982-11-17,1451746,36,3,,0,1258326000,2009,???,Fenda,810,Crocodilos,PRT,0,0,400,6a
14102,19629,PRT,0,186,83,2005,1982-11-17,1451747,36,3,,0,1258326000,2009,???,Fenda,0,Crocodilos,PRT,0,0,400,6a
14103,19629,PRT,0,186,83,2005,1982-11-17,1451748,36,3,,0,1258326000,2009,???,Fenda,810,Crocodilos,PRT,0,0,400,6a
14104,19629,PRT,0,186,83,2005,1982-11-17,1451749,36,3,,0,1258326000,2009,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,0,0,400,6a
14105,19629,PRT,0,186,83,2005,1982-11-17,1466463,36,3,,0,1257462000,2009,Porca e molhada,Meio mango,0,,PRT,0,0,400,6a
14106,19629,PRT,0,186,83,2005,1982-11-17,1533419,36,3,,0,1268434800,2010,Cães danados,Azoia,0,,PRT,0,0,400,6a
14111,19629,PRT,0,186,83,2005,1982-11-17,1796262,36,3,,0,1288130400,2010,Pernodependente,Meio mango,1966,Baía,PRT,2,0,400,6a
14114,19629,PRT,0,186,83,2005,1982-11-17,2019155,36,1,,0,1306792800,2011,Porca miséria,Meio mango,0,,PRT,0,0,400,6a
14120,19807,PRT,0,178,63,2005,1983-07-03,839262,36,3,,0,1201647600,2008,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,0,0,400,6a
14129,20055,PRT,0,178,68,2005,1983-03-05,1318569,36,3,,0,1247781600,2009,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
14134,20055,PRT,0,178,68,2005,1983-03-05,2946677,36,3,,0,1373580000,2013,Sumol,Guia,768,Alcatifa,PRT,0,0,400,6a
14138,20055,PRT,0,178,68,2005,1983-03-05,3056527,36,3,,0,1379887200,2013,Pombo de poliurtano,Guia,0,Farol,PRT,0,0,400,6a
14142,20055,PRT,0,178,68,2005,1983-03-05,3673178,36,3,,0,1422831600,2015,Pernodependente,Meio mango,1966,Baía,PRT,0,0,400,6a
14145,20057,ESP,0,182,63,2007,1985-03-11,1547759,36,3,,0,1270072800,2010,Flor de alfarim,Azoia,642,Cova mijona,PRT,1,0,400,6a
14148,20327,PRT,0,175,63,1996,1981-08-24,935616,36,1,,0,1211580000,2008,Gaivota esotérica,Guia,904,Farol,PRT,0,0,400,6a
14149,20327,PRT,0,175,63,1996,1981-08-24,958433,36,3,,0,1213999200,2008,Ao lado da bad boys,Fenda,810,Crocodilos,PRT,3,0,400,6a
14152,20859,PRT,0,181,68,2007,1976-06-10,963525,36,4,,0,1214431200,2008,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
14153,20859,PRT,0,181,68,2007,1976-06-10,968112,36,1,,0,1214949600,2008,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
14154,20859,PRT,0,181,68,2007,1976-06-10,968120,36,2,,0,1214949600,2008,Placa sem nome,Guia,768,Alcatifa,PRT,0,0,400,6a
14155,20859,PRT,0,181,68,2007,1976-06-10,980892,36,1,,0,1216245600,2008,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,400,6a
14156,20859,PRT,0,181,68,2007,1976-06-10,980895,36,4,,0,1216245600,2008,Taxi,Guia,2009,Bloco escadas,PRT,0,0,400,6a
14169,20950,PRT,0,174,63,2008,1987-03-24,968737,36,3,,0,1215036000,2008,Bicepes,Guia,2009,Bloco escadas,PRT,3,0,400,6a
14170,20950,PRT,0,174,63,2008,1987-03-24,972828,36,3,,0,1215468000,2008,Utopia,Guia,461,Degraus,PRT,0,0,400,6a
14173,20950,PRT,0,174,63,2008,1987-03-24,1028139,36,3,,0,1220306400,2008,Sumol directa,Guia,768,Alcatifa,PRT,1,0,400,6a
14175,20950,PRT,0,174,63,2008,1987-03-24,1059336,36,3,,0,1223071200,2008,Pra todos,Azoia,642,Cova mijona,PRT,0,0,400,6a
14176,20950,PRT,0,174,63,2008,1987-03-24,1059338,36,3,,0,1223157600,2008,Caes danados,Azoia,763,Condominio fechado,PRT,1,0,400,6a
14179,20950,PRT,0,174,63,2008,1987-03-24,1102019,36,3,,0,1227308400,2008,Gaivota esotérica,Guia,904,Farol,PRT,3,0,400,6a
14180,20950,PRT,0,174,63,2008,1987-03-24,1118537,36,3,,0,1229727600,2008,Moby dick,Fenda,2008,Cú de judas,PRT,3,0,400,6a
14181,20950,PRT,0,174,63,2008,1987-03-24,1151748,36,3,,0,1233961200,2009,Tatum,Guia,2546,Corta unhas,PRT,0,0,400,6a
14188,20950,PRT,0,174,63,2008,1987-03-24,1161728,36,3,,0,1235430000,2009,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,3,0,400,6a
14189,20950,PRT,0,174,63,2008,1987-03-24,1161838,36,3,,0,1235343600,2009,Flor de alfarim,Azoia,642,Cova mijona,PRT,1,0,400,6a
